SK_ID_CURR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CHILDREN,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,TARGET,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,AGE,YEARS_EMPLOYED
100997,158155,1410474,18600,13733,7864,1,Married,Secondary,Pensioner,0,8.918301666,0.117606146,37,21
100998,140674,1391689,21435,17602,839,1,Married,Higher,Commercial,0,9.893007947,0.152373573,48,2
100999,277529,974831,19581,18257,9311,0,Married,Secondary,Working,0,3.512537429,0.070554789,50,25
101000,260469,754078,15191,19829,4810,0,Married,Higher,Working,0,2.895077725,0.05832172,54,13
101001,276713,1392784,20190,8995,1482,1,Widow,Secondary,Commercial,0,5.033316107,0.072963684,24,4
101002,39063,26281,28386,8292,9190,2,Married,Higher,Pensioner,1,0.672784988,0.726672299,22,25
101003,87642,59189,32721,11996,1292,0,Married,Higher,Commercial,1,0.675349718,0.373348395,32,3
101004,110093,267093,14704,14038,337,0,Single,Secondary,Working,1,2.426067052,0.133559809,38,0
101005,237215,1364231,3123,14225,5848,0,Single,Secondary,Working,0,5.751031764,0.013165272,38,16
101006,202992,367462,26174,21443,11988,0,Single,Incomplete Higher,Working,1,1.810228975,0.128941042,58,32
101007,179601,399597,45301,21413,838,0,Married,Secondary,Unemployed,0,2.224915229,0.252231335,58,2
101008,55954,811242,48216,8465,6062,1,Single,Higher,Commercial,1,14.49837366,0.861707831,23,16
101009,47856,1302991,15586,24046,4001,1,Married,Secondary,Commercial,0,27.22732782,0.32568539,65,10
101010,22573,684682,32976,11206,4781,2,Married,Secondary,Working,0,30.33190094,1.46086032,30,13
101011,55367,1095445,26416,24313,6672,0,Single,Secondary,Commercial,1,19.78516084,0.477107302,66,18
101012,257804,562243,2814,16499,8379,0,Married,Higher,Working,1,2.180893237,0.010915269,45,22
101013,43752,15207,14001,9862,8317,0,Married,Secondary,Working,0,0.347572682,0.320008228,27,22
101014,168757,223401,17508,15306,4128,0,Single,Incomplete Higher,Working,1,1.323802864,0.103746808,41,11
101015,136739,990132,20630,21873,335,1,Married,Higher,Pensioner,0,7.241035842,0.150871368,59,0
101016,258009,164292,14380,12240,6690,0,Married,Secondary,Commercial,1,0.636768485,0.05573449,33,18
101017,276028,501762,49174,13441,686,2,Married,Higher,Working,0,1.817793847,0.178148594,36,1
101018,227980,1258733,36699,10204,344,1,Single,Secondary,Pensioner,0,5.521243091,0.160974647,27,0
101019,276609,1075607,47335,21605,11348,0,Married,Higher,Working,0,3.888546649,0.17112603,59,31
101020,208456,468937,47806,24155,6201,1,Separated,Secondary,Working,0,2.249573051,0.229333768,66,16
101021,51653,872239,13317,23836,3188,1,Married,Secondary,Working,1,16.88651192,0.257816584,65,8
101022,177729,600600,36739,12046,8210,1,Single,Higher,Working,0,3.379302196,0.206713592,33,22
101023,248504,589054,35785,19096,10355,1,Married,Lower,Working,0,2.370400476,0.144001706,52,28
101024,141829,1197097,32980,11269,1565,0,Married,Secondary,Working,0,8.440424737,0.232533544,30,4
101025,148377,356977,24799,24646,7488,2,Married,Incomplete Higher,Commercial,0,2.40587827,0.167135068,67,20
101026,21622,192771,36183,22183,7241,0,Married,Secondary,Working,1,8.915502729,1.673434465,60,19
101027,68756,242199,30166,21168,317,0,Married,Incomplete Higher,State,0,3.52258712,0.438739892,57,0
101028,60809,1003757,20480,12533,6126,1,Widow,Higher,Working,0,16.50671776,0.336792251,34,16
101029,36725,765129,2609,16743,97,2,Married,Secondary,State,0,20.83400953,0.071041525,45,0
101030,212468,640329,1717,11893,8312,1,Married,Secondary,Commercial,0,3.013766779,0.008081217,32,22
101031,71226,645473,20945,12542,4311,1,Single,Secondary,Commercial,1,9.062322747,0.294063965,34,11
101032,101182,182164,26592,14287,10621,2,Widow,Secondary,Working,0,1.800359748,0.262813544,39,29
101033,49402,756518,29141,22419,7757,1,Separated,Secondary,Commercial,0,15.31350957,0.589874904,61,21
101034,24263,518313,31009,15418,1763,2,Single,Higher,Working,1,21.36228001,1.278036517,42,4
101035,247595,1047726,46430,16582,760,0,Married,Lower,Pensioner,0,4.231612108,0.187523981,45,2
101036,197900,1122063,7782,10581,2420,0,Single,Secondary,Working,1,5.669848408,0.03932289,28,6
101037,67924,153694,27536,13186,5493,1,Married,Higher,Working,0,2.262734821,0.405394264,36,15
101038,244137,128853,34816,23964,4181,1,Married,Higher,Working,1,0.527789725,0.142608453,65,11
101039,180445,1368837,26933,14976,3407,1,Single,Incomplete Higher,Commercial,0,7.585895979,0.149258777,41,9
101040,187469,240062,12618,14068,9347,0,Widow,Higher,Working,0,1.280542383,0.067307128,38,25
101041,121371,238077,9307,17565,6389,1,Single,Higher,Pensioner,0,1.96156413,0.076682239,48,17
101042,58709,892516,27671,23452,5873,0,Married,Secondary,Unemployed,1,15.20237102,0.471324669,64,16
101043,212192,1077358,41673,19935,8077,0,Married,Secondary,Commercial,1,5.077279068,0.196392889,54,22
101044,170322,659224,43761,21593,3541,0,Married,Secondary,Working,0,3.870457134,0.25693099,59,9
101045,41172,1462384,11338,24361,6088,2,Single,Secondary,Commercial,1,35.51889634,0.275381327,66,16
101046,31555,158245,39346,24828,6870,2,Single,Secondary,Working,0,5.014894628,1.246902234,68,18
101047,73276,1175834,47602,19334,6561,2,Married,Higher,Working,1,16.04664556,0.649626071,52,17
101048,77492,459418,7548,20646,4120,0,Married,Secondary,Pensioner,1,5.928586177,0.097403603,56,11
101049,204074,1439904,41149,14891,5551,0,Single,Higher,Unemployed,0,7.055793487,0.201637641,40,15
101050,276010,1477542,22164,22114,10275,0,Single,Secondary,Pensioner,1,5.353219086,0.080301438,60,28
101051,242320,283710,28526,22836,2696,1,Single,Incomplete Higher,Working,0,1.170807197,0.11772037,62,7
101052,31046,667550,32222,21055,4478,2,Married,Incomplete Higher,Working,0,21.50196483,1.037879276,57,12
101053,248071,1011111,21176,14599,1133,1,Married,Secondary,Working,0,4.075893595,0.085362658,39,3
101054,204374,567621,3941,17254,7216,0,Single,Secondary,Working,1,2.777364048,0.019283275,47,19
101055,286997,1437649,6695,13025,2528,1,Married,Higher,Working,1,5.009282327,0.02332777,35,6
101056,140900,618859,40169,17246,10768,0,Single,Secondary,Working,1,4.392185947,0.285088715,47,29
101057,79129,1173839,48947,9404,1945,2,Separated,Secondary,Commercial,1,14.8344981,0.618572205,25,5
101058,257091,5159,48224,19815,3192,2,Separated,Secondary,State,1,0.020066825,0.187575606,54,8
101059,225550,1003413,46865,23907,3662,0,Married,Incomplete Higher,Commercial,0,4.448738639,0.20778098,65,10
101060,264883,1216569,26553,21120,4554,1,Separated,Incomplete Higher,State,0,4.592854204,0.100244259,57,12
101061,134130,372003,39965,14314,7384,0,Widow,Higher,Working,0,2.77345113,0.297957206,39,20
101062,166922,1200885,39218,14229,7275,2,Widow,Higher,Working,0,7.19428835,0.23494806,38,19
101063,141789,1161083,26359,14320,8323,0,Married,Incomplete Higher,State,0,8.188808723,0.185902997,39,22
101064,175130,1068319,25816,22215,5713,0,Married,Incomplete Higher,Working,0,6.100148461,0.147410495,60,15
101065,196492,1099677,9378,10201,3520,1,Single,Lower,Working,1,5.59654846,0.047727134,27,9
101066,58890,1296293,2881,8720,10591,2,Married,Secondary,Working,1,22.01210732,0.048921718,23,29
101067,86017,650822,40567,18461,3795,3,Married,Secondary,Working,0,7.56620203,0.471616076,50,10
101068,198376,1399947,48365,7042,11744,3,Single,Higher,Commercial,1,7.05703815,0.243804694,19,32
101069,183993,1284180,14675,8984,10279,1,Single,Higher,Pensioner,0,6.979504655,0.079758469,24,28
101070,152596,1241026,5586,10270,10577,0,Married,Secondary,Pensioner,1,8.132755773,0.036606464,28,28
101071,120424,341907,26006,14435,7047,1,Single,Secondary,Working,0,2.839193184,0.215953631,39,19
101072,297192,492030,42198,16940,9010,1,Married,Incomplete Higher,Working,0,1.655596382,0.141989017,46,24
101073,188976,410453,23831,21010,10805,2,Separated,Incomplete Higher,State,1,2.171984802,0.126105961,57,29
101074,54008,676009,36113,7427,7441,0,Married,Secondary,Working,0,12.51683084,0.668660198,20,20
101075,225738,173785,17459,20905,7635,1,Married,Incomplete Higher,Working,0,0.769852661,0.077341874,57,20
101076,103559,209535,33443,10451,10756,3,Married,Higher,Pensioner,0,2.023339352,0.322936683,28,29
101077,75337,705769,43316,15021,585,0,Married,Incomplete Higher,State,0,9.368159072,0.574963166,41,1
101078,295494,184838,31595,19592,5234,1,Single,Secondary,Pensioner,1,0.625522007,0.106922645,53,14
101079,44354,575442,6877,11063,6698,0,Widow,Secondary,Working,0,12.97384678,0.155048023,30,18
101080,65186,274160,40553,22167,338,1,Single,Secondary,Working,1,4.205811064,0.62211211,60,0
101081,48145,477779,49601,19715,10694,0,Single,Secondary,State,0,9.923751168,1.030241977,54,29
101082,106123,446904,5922,15411,1687,1,Married,Higher,Working,0,4.211188903,0.055803172,42,4
101083,226258,881110,5686,10292,9598,2,Single,Secondary,State,0,3.894271142,0.025130603,28,26
101084,236541,903488,33766,10884,11504,2,Married,Lower,Working,1,3.819583074,0.142749037,29,31
101085,40581,583526,15407,17355,8601,0,Single,Secondary,State,0,14.3792908,0.379660432,47,23
101086,108929,325752,33006,12982,202,2,Single,Secondary,Commercial,0,2.990498398,0.303004709,35,0
101087,71474,1301220,32422,14111,11091,3,Single,Higher,Working,0,18.2055013,0.453619498,38,30
101088,111748,842393,13205,20223,11628,0,Single,Higher,Working,0,7.538327308,0.118167663,55,31
101089,145995,1253351,22054,9006,5764,1,Married,Secondary,Commercial,1,8.584889893,0.151059968,24,15
101090,265690,967261,24527,22265,10656,3,Widow,Higher,Commercial,0,3.640562309,0.092314351,61,29
101091,289104,945240,46947,11389,3485,1,Married,Higher,Working,0,3.269550058,0.16238793,31,9
101092,200553,819422,19443,18632,9569,0,Widow,Higher,Pensioner,0,4.085812728,0.096946942,51,26
101093,56408,1116127,17524,7795,7330,2,Single,Higher,Working,0,19.78667919,0.310665154,21,20
101094,279568,739983,29202,24838,9216,0,Married,Secondary,Working,0,2.646880187,0.104454015,68,25
101095,171563,171277,1016,17223,1415,2,Single,Higher,Working,0,0.998332974,0.005922023,47,3
101096,152413,1043660,47142,10151,2593,2,Married,Incomplete Higher,Pensioner,0,6.847578619,0.309304324,27,7
101097,195695,85811,17848,21465,10305,1,Married,Secondary,Working,0,0.438493574,0.091203148,58,28
101098,110327,784128,21855,11597,10093,0,Married,Secondary,Working,0,7.107308274,0.198092942,31,27
101099,222503,846535,19211,10484,7186,1,Married,Incomplete Higher,State,1,3.804600387,0.086340409,28,19
101100,163326,964131,26095,17041,11220,0,Married,Secondary,Working,1,5.903107895,0.15977248,46,30
101101,202932,1421842,39724,21067,10981,1,Married,Secondary,Working,0,7.006494786,0.195750301,57,30
101102,31344,239104,38583,21615,543,4,Separated,Lower,Working,0,7.628381827,1.230953292,59,1
101103,87957,207346,3843,24078,10597,1,Single,Secondary,State,1,2.357356436,0.043691804,65,29
101104,125423,189456,30301,14633,10574,1,Married,Secondary,Working,1,1.510536345,0.241590458,40,28
101105,166968,1452585,27460,11263,3145,0,Married,Incomplete Higher,Pensioner,0,8.699780796,0.164462652,30,8
101106,206833,141643,32918,24436,6132,1,Married,Incomplete Higher,Pensioner,1,0.684818187,0.159152553,66,16
101107,213624,1167126,29747,14211,1161,2,Single,Secondary,Commercial,1,5.463459162,0.139249335,38,3
101108,271147,489146,16972,22500,11990,2,Married,Higher,Commercial,0,1.803988243,0.062593353,61,32
101109,97454,965652,29310,18119,5670,0,Married,Incomplete Higher,Working,0,9.908797997,0.30075728,49,15
101110,277594,96218,23927,21364,2770,1,Married,Higher,Working,1,0.34661412,0.086194226,58,7
101111,57641,1186872,2094,24777,9175,0,Single,Secondary,Commercial,0,20.59076005,0.036328308,67,25
101112,49711,1233343,39892,18703,4536,3,Separated,Secondary,Pensioner,1,24.81026332,0.802478325,51,12
101113,163254,912211,35172,10105,8997,1,Married,Secondary,Working,1,5.587679322,0.215443419,27,24
101114,107833,1445434,24324,24650,2733,1,Married,Incomplete Higher,Working,1,13.40437528,0.225571022,67,7
101115,64813,1293592,21674,20268,4805,1,Married,Incomplete Higher,Working,0,19.95883542,0.334408221,55,13
101116,188270,37441,4982,23983,5280,0,Widow,Lower,Working,0,0.198868646,0.026461996,65,14
101117,159892,1291614,46283,9771,8912,1,Single,Incomplete Higher,Working,0,8.078040177,0.289464138,26,24
101118,224615,699489,16790,17830,10211,0,Single,Higher,Working,1,3.114168689,0.074750128,48,27
101119,61786,760612,13205,11697,8964,1,Married,Secondary,Working,1,12.31042631,0.213721555,32,24
101120,246006,49760,25338,18793,4623,0,Married,Higher,Working,0,0.202271489,0.102997488,51,12
101121,250876,1052159,13748,12684,4402,1,Single,Higher,Working,0,4.193940433,0.054799981,34,12
101122,57265,290622,22097,22581,7162,1,Separated,Higher,Commercial,1,5.075037108,0.385872697,61,19
101123,269321,1401436,4092,18760,6128,1,Married,Secondary,Pensioner,1,5.203589768,0.015193765,51,16
101124,86150,672540,23692,23107,8347,1,Married,Incomplete Higher,Unemployed,0,7.806616367,0.275008706,63,22
101125,107312,103538,24862,11247,633,3,Single,Secondary,Working,0,0.964831519,0.231679588,30,1
101126,109613,821228,25860,19678,7701,0,Single,Secondary,Working,1,7.492067547,0.235920922,53,21
101127,141826,980776,14971,13768,2732,1,Married,Higher,Unemployed,1,6.915346974,0.105558924,37,7
101128,55435,516511,15616,7491,11027,3,Separated,Higher,Commercial,1,9.317416794,0.281699287,20,30
101129,230017,1274611,5933,21883,4917,3,Married,Secondary,Working,0,5.541377376,0.025793746,59,13
101130,154055,890258,5926,20839,6506,0,Separated,Incomplete Higher,Working,0,5.778832235,0.038466781,57,17
101131,171734,387736,26763,9477,1943,1,Widow,Secondary,Working,0,2.257770738,0.155839845,25,5
101132,229259,1409355,4969,20958,683,2,Married,Secondary,Working,1,6.147435869,0.021674176,57,1
101133,192070,583328,36733,20567,2509,1,Married,Secondary,Working,1,3.037059405,0.191247983,56,6
101134,114071,866789,5319,10984,8594,0,Married,Higher,Pensioner,1,7.59867977,0.046628854,30,23
101135,288784,1331931,42743,22342,6850,0,Married,Lower,Working,0,4.61220497,0.148010278,61,18
101136,166389,372570,40876,14090,2650,0,Single,Incomplete Higher,Commercial,1,2.239150425,0.245665278,38,7
101137,135608,272986,42909,22056,8871,1,Married,Incomplete Higher,State,0,2.013052327,0.316419385,60,24
101138,289708,461331,21323,17790,11896,1,Single,Secondary,State,0,1.592399934,0.073601696,48,32
101139,178417,1441457,17428,16213,4567,1,Widow,Secondary,Pensioner,0,8.079146046,0.097681275,44,12
101140,133824,1361688,35578,23014,4311,0,Widow,Higher,Unemployed,1,10.17521521,0.265856648,63,11
101141,274444,808940,21950,14058,8433,0,Single,Secondary,Working,1,2.947559429,0.079979887,38,23
101142,99273,158077,44041,7542,7652,1,Married,Incomplete Higher,Unemployed,0,1.592346358,0.443635228,20,20
101143,231837,1108151,42789,12839,7610,2,Married,Higher,Commercial,0,4.779871203,0.184565018,35,20
101144,130017,423815,19293,21993,5189,1,Married,Lower,Working,1,3.259689118,0.148388288,60,14
101145,143618,485808,7364,24031,10819,3,Single,Secondary,Commercial,0,3.382640059,0.05127491,65,29
101146,145341,778422,36349,16228,7356,1,Married,Secondary,Commercial,1,5.355832146,0.250094605,44,20
101147,226604,596343,1691,22176,670,0,Single,Higher,Pensioner,0,2.631652575,0.007462357,60,1
101148,47788,635527,31062,23789,6127,0,Single,Secondary,Working,0,13.29888256,0.649995815,65,16
101149,246577,240469,1931,24771,7606,0,Single,Higher,Working,0,0.975228833,0.007831225,67,20
101150,59974,1176682,46896,9226,8466,0,Single,Secondary,Working,0,19.61986861,0.78193884,25,23
101151,36371,796787,32730,10655,6156,1,Married,Secondary,Working,0,21.90720629,0.899892772,29,16
101152,202256,472835,15226,21815,6061,3,Separated,Secondary,Working,0,2.337804565,0.075280832,59,16
101153,93972,305486,14861,9989,681,0,Married,Secondary,Working,0,3.250819393,0.158142851,27,1
101154,213259,7257,32301,8115,5525,1,Married,Higher,State,0,0.034029044,0.151463713,22,15
101155,295128,1343084,49243,24952,10226,0,Single,Secondary,Working,1,4.550852511,0.166853026,68,28
101156,105431,1165291,23766,9827,3717,0,Married,Secondary,Working,0,11.05264106,0.225417572,26,10
101157,125373,1080230,37174,8230,11554,0,Single,Secondary,Working,0,8.61612947,0.296507222,22,31
101158,201144,348567,42107,24031,11892,1,Married,Secondary,Working,1,1.732922682,0.209337589,65,32
101159,270195,296464,18695,10447,8761,1,Separated,Secondary,Working,0,1.097222376,0.06919077,28,24
101160,163748,550096,42347,19180,6069,1,Single,Secondary,Working,0,3.359405916,0.258610792,52,16
101161,52733,581677,4121,10708,7947,0,Married,Higher,Working,1,11.03060702,0.078148408,29,21
101162,236752,493906,19257,21948,7463,0,Single,Higher,Working,1,2.086174562,0.081338278,60,20
101163,22050,123581,29164,13391,5639,3,Married,Higher,Working,1,5.604580499,1.322630385,36,15
101164,129996,1181503,26491,22698,10755,1,Single,Incomplete Higher,Working,0,9.08876427,0.203783193,62,29
101165,53933,1088349,24165,22717,9280,1,Married,Secondary,Working,1,20.17964882,0.448055921,62,25
101166,44951,1474539,49714,9615,3531,1,Single,Higher,Working,0,32.80325243,1.105959823,26,9
101167,52413,343540,4748,15201,752,1,Married,Incomplete Higher,Working,0,6.554480759,0.090588213,41,2
101168,185873,506590,34045,9380,4259,1,Married,Secondary,State,1,2.725463085,0.183162697,25,11
101169,206691,1423412,27553,24878,6895,0,Married,Higher,Commercial,0,6.88666657,0.133305272,68,18
101170,208847,1268340,45331,15528,9078,2,Married,Secondary,Working,1,6.073058268,0.217053633,42,24
101171,241888,877328,31497,21273,9487,1,Separated,Secondary,Working,0,3.627000926,0.130213157,58,25
101172,281044,620175,32308,11268,2970,3,Married,Higher,Commercial,0,2.206682939,0.114957089,30,8
101173,241165,1175694,40560,20042,9199,0,Single,Secondary,Working,1,4.875060643,0.168183609,54,25
101174,263662,1018539,47686,24476,5019,1,Single,Secondary,Pensioner,0,3.863048145,0.180860344,67,13
101175,186472,1363097,11374,15921,3779,3,Widow,Secondary,Pensioner,1,7.309928568,0.060995753,43,10
101176,231760,1208202,5675,16601,5498,0,Married,Secondary,Pensioner,1,5.213160166,0.024486538,45,15
101177,142744,853923,2170,8468,5962,0,Married,Secondary,State,1,5.982198902,0.01520204,23,16
101178,225763,1299315,42449,8179,5771,1,Single,Higher,Commercial,0,5.755216754,0.18802461,22,15
101179,63001,483356,44485,14606,2551,0,Married,Higher,Commercial,0,7.672195679,0.706099903,40,6
101180,87364,284067,13450,21251,11636,2,Single,Higher,Commercial,1,3.251533813,0.153953574,58,31
101181,258506,1363311,11680,13647,10200,3,Separated,Secondary,State,1,5.273807958,0.045182704,37,27
101182,248731,321480,11068,10991,6042,0,Widow,Lower,Commercial,0,1.292480632,0.044497871,30,16
101183,151878,341227,36230,13563,2904,1,Single,Higher,Working,1,2.24671776,0.238546728,37,7
101184,207710,1294467,47418,19664,4564,0,Married,Secondary,Working,0,6.232088007,0.228289442,53,12
101185,148301,169074,27206,20449,7207,1,Single,Incomplete Higher,Pensioner,1,1.140073229,0.183451224,56,19
101186,180829,478314,1287,22177,1630,1,Married,Higher,Working,0,2.645117763,0.007117221,60,4
101187,54636,293816,23337,12084,958,3,Widow,Higher,Commercial,0,5.377699685,0.427135954,33,2
101188,231169,795645,21666,9833,3840,2,Married,Secondary,Unemployed,0,3.441832599,0.093723639,26,10
101189,199352,1194941,2161,16323,972,1,Married,Secondary,Commercial,0,5.994125968,0.010840122,44,2
101190,213283,1022481,36131,10132,11821,0,Single,Incomplete Higher,Unemployed,1,4.794010774,0.169404031,27,32
101191,265596,67507,25535,16609,8127,0,Widow,Higher,Commercial,0,0.25417175,0.096142261,45,22
101192,81665,1110710,33528,12342,8040,0,Married,Higher,Working,1,13.60080818,0.410555317,33,22
101193,266584,138172,39751,15337,10814,0,Married,Higher,State,0,0.518305675,0.149112475,42,29
101194,136953,246225,17527,22689,11227,0,Single,Incomplete Higher,Working,0,1.797879565,0.127978212,62,30
101195,178448,198069,41975,17775,7540,0,Married,Secondary,Working,0,1.1099536,0.235222586,48,20
101196,206626,819604,24853,13435,11648,1,Separated,Higher,Working,0,3.966606332,0.12028012,36,31
101197,165271,811564,15758,14730,5057,1,Married,Secondary,Working,0,4.910504565,0.095346431,40,13
101198,138533,1227613,1244,11440,6798,3,Married,Higher,Working,0,8.86152036,0.00897981,31,18
101199,93781,1486571,4178,8012,6656,0,Married,Higher,Working,1,15.85151577,0.044550602,21,18
101200,86262,501013,32831,9035,7493,4,Married,Secondary,Commercial,0,5.808038302,0.380596323,24,20
101201,96898,299025,3176,19215,7170,1,Married,Higher,State,0,3.085977007,0.032776734,52,19
101202,169369,742954,38770,12933,780,1,Single,Secondary,Working,1,4.386599673,0.228908478,35,2
101203,50448,815904,34654,16260,11883,1,Married,Secondary,Working,0,16.17316841,0.686925151,44,32
101204,27657,712173,27627,11347,11519,0,Married,Secondary,Commercial,0,25.75018983,0.998915284,31,31
101205,276689,760728,47489,7778,7713,2,Married,Secondary,Commercial,0,2.749397338,0.171633133,21,21
101206,179903,1311379,45910,21185,1171,0,Widow,Secondary,Pensioner,0,7.289367048,0.255193076,58,3
101207,27906,321275,25881,7769,5198,0,Married,Secondary,Working,0,11.51275711,0.92743496,21,14
101208,74028,684447,36422,20291,3702,3,Single,Higher,Pensioner,0,9.245785379,0.492003026,55,10
101209,289431,1066404,12984,20493,7523,2,Separated,Higher,Working,1,3.684484385,0.044860433,56,20
101210,210792,984114,24776,18425,5467,1,Married,Higher,Commercial,1,4.668649664,0.117537667,50,14
101211,122979,888096,18755,20227,11757,2,Married,Secondary,Working,0,7.221525626,0.152505712,55,32
101212,54701,521835,8135,12554,1176,0,Married,Incomplete Higher,Working,1,9.539770754,0.148717574,34,3
101213,103300,661761,1320,14536,4988,0,Married,Higher,Working,0,6.406205227,0.012778316,39,13
101214,261249,806625,38422,9136,11135,1,Single,Secondary,Working,0,3.087571627,0.147070419,25,30
101215,168746,1277037,29635,21680,827,0,Married,Incomplete Higher,Working,0,7.567806052,0.175618978,59,2
101216,103560,443080,22684,14250,2247,2,Widow,Secondary,State,0,4.278485902,0.219042101,39,6
101217,262615,1467099,24238,20302,6671,3,Married,Higher,Commercial,0,5.586501152,0.092294804,55,18
101218,63642,1418238,22889,7052,11397,1,Married,Secondary,Working,0,22.28462336,0.359652431,19,31
101219,299746,286755,31313,18942,6244,1,Single,Secondary,Working,1,0.956659972,0.104465114,51,17
101220,108801,704151,33535,24274,746,0,Single,Incomplete Higher,Working,1,6.471916618,0.30822327,66,2
101221,114377,343384,49899,18303,7982,1,Married,Secondary,Unemployed,0,3.002211983,0.436267781,50,21
101222,101121,1293295,11770,13090,6808,2,Married,Secondary,Working,1,12.78957882,0.11639521,35,18
101223,45559,737763,40321,15743,9985,1,Separated,Incomplete Higher,Working,1,16.19357317,0.885028205,43,27
101224,53742,846675,21426,12037,2150,0,Married,Incomplete Higher,Working,0,15.75443787,0.398682595,32,5
101225,172826,271010,45327,8334,8620,2,Married,Higher,Commercial,0,1.568108965,0.262269566,22,23
101226,155044,692605,42777,23919,41,1,Married,Secondary,Working,0,4.46715126,0.275902325,65,0
101227,132217,1491516,47250,14224,8230,0,Single,Secondary,Working,0,11.28081865,0.357367056,38,22
101228,61873,920113,8498,10804,6171,0,Separated,Higher,State,0,14.87099381,0.137345854,29,16
101229,154092,600642,40404,15656,10387,1,Married,Secondary,Commercial,0,3.897944085,0.262206993,42,28
101230,106988,1104950,41130,9042,10121,1,Single,Secondary,Commercial,0,10.32779377,0.384435638,24,27
101231,65648,119397,17395,13311,6628,2,Married,Higher,Working,0,1.81874543,0.2649738,36,18
101232,145991,253552,3537,7669,7892,0,Widow,Secondary,Working,0,1.736764595,0.024227521,21,21
101233,22396,391721,20226,20240,1462,3,Widow,Secondary,Pensioner,0,17.49066798,0.903107698,55,4
101234,104082,428332,16216,11564,2709,1,Single,Secondary,Pensioner,0,4.115332142,0.155800234,31,7
101235,148322,297575,19613,24934,2734,0,Widow,Secondary,Working,0,2.006276884,0.132232575,68,7
101236,152663,1464700,4009,24436,3022,1,Single,Secondary,Working,0,9.594335235,0.026260456,66,8
101237,31303,34336,25368,11607,11852,0,Single,Secondary,Working,1,1.096891672,0.810401559,31,32
101238,181633,832424,30327,21330,10246,0,Widow,Secondary,Working,0,4.582999785,0.166968557,58,28
101239,269690,1108926,15209,22749,1639,0,Widow,Higher,Commercial,0,4.111854351,0.056394379,62,4
101240,279820,515470,49443,12051,4622,1,Married,Incomplete Higher,Unemployed,0,1.842148524,0.176695733,33,12
101241,119616,1114816,16029,24196,5319,0,Married,Secondary,Working,1,9.319957196,0.134003812,66,14
101242,106231,680453,3077,15417,8244,0,Widow,Higher,Working,1,6.405408967,0.02896518,42,22
101243,289458,1452947,14907,7381,2629,0,Married,Secondary,Pensioner,0,5.019543423,0.051499699,20,7
101244,39623,955991,37635,12776,499,1,Widow,Secondary,Working,0,24.12717361,0.949827121,35,1
101245,218747,186196,49920,18984,1385,1,Married,Secondary,Unemployed,0,0.851193388,0.228208844,52,3
101246,125228,320014,5873,11964,2884,0,Separated,Higher,Commercial,0,2.555450858,0.046898457,32,7
101247,202828,1238202,9635,12608,6608,2,Separated,Higher,Pensioner,1,6.104689688,0.047503303,34,18
101248,177364,681296,34065,17062,2205,2,Single,Higher,Working,0,3.841230464,0.192062651,46,6
101249,89274,384039,46863,20859,8948,3,Widow,Secondary,Working,0,4.301801196,0.524934471,57,24
101250,153541,533714,42804,15454,6308,1,Married,Secondary,Working,0,3.476035717,0.278778958,42,17
101251,73947,749199,34783,19665,7782,0,Married,Higher,Working,0,10.1315672,0.470377432,53,21
101252,173606,819038,35152,19923,7197,0,Married,Secondary,Working,1,4.717797772,0.202481481,54,19
101253,214692,446048,42513,11753,9623,0,Single,Higher,Unemployed,0,2.077618169,0.198018557,32,26
101254,68874,557439,30092,19389,328,2,Married,Higher,State,1,8.093605715,0.436913785,53,0
101255,69708,278452,18653,16911,6914,0,Widow,Higher,Commercial,0,3.994548689,0.267587651,46,18
101256,94553,245853,33463,22108,8818,2,Single,Incomplete Higher,Working,0,2.600160756,0.353907332,60,24
101257,88344,783883,35028,19423,991,3,Married,Incomplete Higher,Commercial,0,8.873075704,0.396495518,53,2
101258,205374,181743,41469,7057,8840,1,Separated,Higher,Commercial,0,0.88493675,0.201919425,19,24
101259,67638,1143882,21947,18317,5424,1,Married,Higher,Working,0,16.91182471,0.324477365,50,14
101260,98249,754468,30978,23493,3097,0,Married,Secondary,Pensioner,0,7.679141772,0.315300919,64,8
101261,22719,898416,23056,8665,9414,0,Married,Incomplete Higher,Working,1,39.54469827,1.014833399,23,25
101262,173962,97769,30007,22937,9352,1,Married,Secondary,Working,0,0.562013543,0.172491694,62,25
101263,62534,1140841,44169,23000,4687,0,Married,Secondary,Working,0,18.24353152,0.706319762,63,12
101264,112241,822563,49287,9434,10283,0,Widow,Secondary,State,0,7.328543046,0.439117613,25,28
101265,146209,1106004,45632,23706,6692,3,Married,Secondary,Commercial,0,7.564541171,0.31210117,64,18
101266,209004,632835,49449,9904,4593,1,Widow,Higher,Working,1,3.027860711,0.236593558,27,12
101267,112124,765278,6543,20935,11130,1,Married,Higher,Working,0,6.825282723,0.058355035,57,30
101268,111659,1102643,22067,10910,8426,1,Married,Secondary,Working,1,9.875092917,0.197628494,29,23
101269,184134,981089,46256,7013,6173,1,Married,Secondary,Working,0,5.32812517,0.251208359,19,16
